,Wavelength,V1,V2,Gain,Out,Angle
0,492,4.649869661658094,8.887751480154165,4,0.1050625,52.43903097739488
1,492,2.278508674237066,5.498079330858854,4,-0.37417187500000004,2.73854214492127
2,492,2.1913785199496503,1.688528400003416,4,-0.24871484375000003,15.749453101790584
3,492,1.628335675438744,8.442157934757695,4,0.3764375,80.58281794366273
4,492,7.463973541998747,6.07230610589584,4,0.08281640625,50.13193075323412
5,492,4.191899061294644,8.58864601405687,4,-0.31170703125,9.216652712885194
6,492,1.7479813377291573,1.914032367717709,4,-0.24779687500000003,15.844653901207225
7,492,6.136724720535361,1.9738346207256638,4,-0.12994140625,28.067221216949793
8,492,7.6233327834528275,6.006518262841277,4,0.11388671875,53.35417398114889
9,492,0.6847159477737084,5.364273568863901,4,-0.38960546875,1.1379533853674335
10,492,6.237637628082371,2.976210580566503,4,-0.032371093750000024,38.186053420476945
11,492,6.9297949383617965,5.729975849845005,4,0.03130078125,44.78934291192913
12,492,9.358837801596678,7.500247009157173,4,-0.24172656250000002,16.474194506711317
13,492,4.416085710432239,0.8713907366102612,4,0.16169140625,58.3119075269398
14,492,7.042180498046469,7.406002389718675,4,-0.0513515625,36.2176249763686
15,492,7.051805229317801,2.1211769842257966,4,0.0303671875,44.692521673373484
16,492,7.026596735606897,7.29270350730558,4,-0.044339843749999996,36.94479703999784
17,492,9.36250395025341,0.6392926006583775,4,0.23352734375,65.76187646852297
18,492,5.412986080961422,2.165721854646906,4,-0.17244140624999998,23.65962675885165
19,492,2.9081342027354613,3.288847696105225,4,0.11883984375000001,53.867853188214006
20,492,5.178966474862034,9.690214991136795,4,0.4556953125,88.80249547627407
21,492,2.900429949516596,8.74650426305287,4,0.2964921875,72.2918410889351
22,492,6.4873150162749225,3.1842062007727048,4,0.03410546875,45.08021173738083
23,492,5.560296450150398,4.243146206165511,4,0.06696875000000001,48.48840035649661
24,492,3.197857012130513,2.939417063902124,4,-0.11021874999999998,30.112620520160966
25,492,4.049335406056356,4.953176627833981,4,0.44206640625,87.3890674372755
26,492,0.761069825014319,9.67553595649509,4,0.43925390625,87.0973883922543
27,492,2.1977760437409763,7.872511135380361,4,0.2958828125,72.22864396251383
28,492,8.691734249084304,6.028454200439593,4,0.1910625,61.3579279984876
29,492,6.458244864863232,8.70984014302448,4,0.1005234375,51.96829340751344
30,492,8.153595551183539,6.468947658607908,4,0.02706640625,44.350203905258326
31,492,3.8633744926875146,6.410938956998658,4,0.03082421875,44.73991951818943
32,492,5.042994978406546,2.6768254284413686,4,-0.06919140624999998,34.367488589407735
33,492,1.2822685173180213,7.348609416213087,4,0.19843359375,62.12237016231399
34,492,9.205681711740995,1.747067024796475,4,0.226578125,65.04118616144974
35,492,9.685035216050318,2.9476433195006195,4,0.11264062500000001,53.22494395981312
36,492,9.111290085983974,2.639504197901059,4,0.20239453125,62.533151484052176
37,492,6.10722028087453,6.343908718089444,4,-0.03764453125,37.639155211062196
38,492,4.896539410318313,5.291329491690168,4,-0.2578671875,14.80028087611743
39,492,3.055228949818518,4.278882017046177,4,0.1055703125,52.491695249412594
40,492,7.361710092821788,1.1397239686853293,4,0.0764296875,49.46957625516515
41,492,8.793213805026287,8.284294302524406,4,-0.32708593750000003,7.621735490317874
42,492,3.3295941677350323,4.8886161345008174,4,0.01883984375,43.49704269857131
43,492,5.767557078025739,5.320381023442824,4,-0.37225390625,2.9374510492343444
44,492,7.617099118881786,7.613910086436334,4,-0.153078125,25.667755961865666
45,492,3.3172215350181946,4.125865208749668,4,0.08494140625,50.35231047613904
46,492,0.8850276417462175,2.4356223700750603,4,-0.2403828125,16.613552272665896
47,492,7.765879756671215,3.676548203424055,4,-0.26744921875,13.806546574121588
48,492,2.4984741402031827,3.7213880964562245,4,0.44440625,87.63172819834175
49,492,3.648256530605342,9.292107013874672,4,-0.3415625,6.120398628028197
50,492,5.698604687261113,4.311707402750691,4,0.00563671875,42.12777162611068
51,492,9.026164492237134,1.5873075258165725,4,0.2203203125,64.39220028627757
52,492,7.765086157351012,9.527743380808785,4,-0.29175,11.286358603181462
53,492,6.0697142990347945,6.648467117181579,4,0.03035546875,44.69130634401923
54,492,8.984755145108116,3.47029703050372,4,-0.3256796875,7.7675750128284795
55,492,6.971661367428871,7.980713049678002,4,-0.05832031250000003,35.49490912037162
56,492,9.232281432809984,4.7288215946307055,4,0.3055,73.22602425257244
57,492,9.464525340801782,2.4124175475493526,4,0.22914453125,65.3073432900316
58,492,6.354309102836585,4.389380309855633,4,-0.020347656250000012,39.43298133794258
59,492,2.162212861133225,9.676324247317106,4,0.43301171875,86.45002295622113
60,492,7.416749113369288,6.502878916595027,4,0.007765625,42.34855645880034
61,492,6.1763401081905025,2.850657006610656,4,-0.07739062499999999,33.51716315121398
62,492,9.52395993450122,1.556223882384863,4,0.23948828125000002,66.38007400005401
63,492,3.7979154211389505,8.142462973493615,4,-0.3500390625,5.241310395117078
64,492,4.693305792747872,8.979276293180138,4,0.1557265625,57.693304885624
65,492,1.1845484147768026,2.0276636488757287,4,-0.24741406250000003,15.884354660112889
66,492,5.814453396842966,8.999589176540496,4,0.39235546875,82.23364031652578
67,492,4.3603285177496725,7.509008091440943,4,-0.07369140624999998,33.900802117373814
68,492,6.155321445451002,1.9984716453196048,4,-0.12743359375000002,28.327301698760362
69,492,2.536323617878552,5.119977919462978,4,-0.384390625,1.678774948010913
70,492,5.899649560858131,5.2221093479321,4,-0.35715625,4.503200367299538
71,492,1.6313234286141869,3.857559390068322,4,0.4403515625,87.21122424176953
72,492,6.627315362692649,5.6988078958724415,4,-0.04607421875000001,36.7649282955681
73,492,8.958792158480057,0.9431226145378027,4,0.2173671875,64.08593728900533
74,492,1.6053223517416844,7.35983998921417,4,0.2009765625,62.38609663218732
75,492,1.3889877895048435,3.450786719481888,4,0.3543984375,78.29718853809382
76,492,3.7920877878433576,3.07526953439057,4,-0.03776953124999999,37.62619169795015
77,492,5.970645553203521,7.8660985394301415,4,0.2525234375,67.73192535177034
78,492,3.7147507896024488,7.3341368223115,4,-0.23229296875,17.452534636886597
79,492,6.045234650712157,2.9932922325957896,4,-0.026835937500000018,38.760093985470064
80,492,3.828814986648013,1.663964674294467,4,0.19044140625,61.29351554271207
81,492,7.685114609402859,8.077497534040821,4,-0.20676171875,20.100332190023497
82,492,8.233404173103597,8.576118735847194,4,-0.312234375,9.161962891943716
83,492,2.518072399451019,9.792470323537637,4,0.42466015625000003,85.58389823642209
84,492,4.1551371991224215,4.947956696958128,4,0.40277734375,83.31447322224322
85,492,3.02179469153267,0.7506532371444248,4,-0.21171875,19.58624787317363
86,492,7.4234635113408505,8.674453742574098,4,-0.19293749999999998,21.53401571825965
87,492,7.865632741843434,8.88784015442806,4,-0.28730468750000004,11.747373538228857
88,492,9.698546322194218,8.614768957762537,4,-0.3690390625,3.270856402084964
89,492,6.718210264537407,2.7708115087913385,4,-0.0181015625,39.66591946417479
90,492,0.7672534152629797,1.2256853956523597,4,-0.24923046875,15.695978610203367
91,492,5.825426502394021,7.033852308453943,4,0.15165234375,57.270775380128015
92,492,5.659787247517969,7.462962351015427,4,0.281109375,70.69651875658303
93,492,1.5785337658017116,2.798773020048404,4,-0.19217968750000003,21.61260701650147
94,492,4.470016093164511,6.421434240708973,4,0.09128125000000001,51.009803656790986
95,492,6.913110290261351,0.723977505213566,4,0.00880078125,42.45591055175953
96,492,1.121513360638378,8.083605806169244,4,0.33668750000000003,76.46042077402977
97,492,3.827354302695287,8.950159514861728,4,-0.38534765625,1.5795230507467528
98,492,1.194936674992431,3.6804293041296385,4,0.45369140625,88.59467415669646
99,492,7.152429451174964,9.355558853719748,4,-0.13969921875000002,27.055256974640127
100,492,5.226442795091031,2.010605810280546,4,-0.14263281249999998,26.75101952629163
101,492,3.3696841935381143,6.235198025465081,4,-0.06673828124999998,34.62189753423178
102,492,7.034463671935296,3.8754148243850612,4,-0.06321093750000001,34.987711669862534
103,492,1.3398154720315871,0.9190735659168652,4,-0.24912890625,15.706511464606908
104,492,5.165061731842565,9.007217052006446,4,0.44682421875,87.88249115510304
105,492,5.4233678494623065,9.871237677064984,4,0.4672421875,90.0
106,492,2.4413958767170265,2.7320552776447626,4,-0.21219921875000003,19.536419369649174
107,492,3.676312548172799,9.25592242623304,4,-0.3541328125,4.81675534069733
108,492,9.157660327149559,4.291094417972283,4,-0.07036718749999998,34.24555054419748
109,492,1.155443610364609,0.9444190275037655,4,-0.24986328125,15.630350825073593
110,492,2.9586580224764796,8.143001598793203,4,0.215875,63.93118535123019
111,492,4.517999894963268,4.364036509332376,4,-0.07306249999999997,33.96602479271883
112,492,9.560343360522777,4.314176827272613,4,-0.05084375000000002,36.27028924838631
113,492,4.413269398083135,2.2389820346496947,4,0.1637421875,58.52459016393443
114,492,2.5155044277874645,7.159456963208175,4,0.13545703125,55.591190212547595
115,492,8.378169674211883,7.848556340539699,4,-0.2581171875,14.77435384989332
116,492,3.337206257097588,7.169115598647371,4,-0.07198437499999999,34.07783509331029
117,492,1.0405637179316851,5.8602998288616055,4,-0.2948671875,10.96308099494963
118,492,6.9772610402264865,8.811815487615025,4,-0.07509375000000001,33.75536770464796
119,492,2.675020322806961,3.111894498999301,4,-0.0009804687500000187,41.44151565074135
120,492,2.22393439596884,3.30091040735666,4,0.19955859375,62.23904178032247
121,492,5.895334740391057,2.0196419920151536,4,-0.16567578125,24.36127690604154
122,492,9.306494323928336,4.141542297783419,4,-0.216078125,19.134145353390767
123,492,8.482777881081493,0.8849807243873262,4,0.18898046875,61.14200448321495
124,492,4.610818144279817,8.157872977231975,4,0.08455078125,50.31179949766386
125,492,8.253052990731149,8.206306960700442,4,-0.28792578125,11.682961082453344
126,492,9.268384187224932,9.77146377387776,4,-0.38972656250000004,1.1253949820401294
127,492,9.377724395219104,8.450415833525135,4,-0.35634765625,4.587058092743137
128,492,1.5383609571386216,8.423338665502378,4,0.3752265625,80.45723391038972
129,492,8.85476986307506,9.15414972014058,4,-0.37056640625000004,3.11245847624706
130,492,8.302873082582114,3.180753041773319,4,-0.07105078125000003,34.17465633186593
131,492,4.1810034687845175,2.0285048873944636,4,0.2353515625,65.951062738002
132,492,2.5567923719255314,5.72164946010209,4,-0.32996484375,7.323169578955897
133,492,5.490674525113919,0.7119757576277403,4,-0.18350390625000002,22.512355848434925
134,492,3.78916987645678,9.455722442280107,4,-0.3873046875,1.3765630485861653
