,Wavelength,V1,V2,Gain,Out,Angle
0,530,0.6,0.6,4,-0.20525390625,28.500083522735903
1,530,0.6377510040160642,0.6,4,-0.205625,28.456803559587147
2,530,0.6755020080321285,0.6,4,-0.20519921875000002,28.50646162256835
3,530,0.7132530120481928,0.6,4,-0.20527734375,28.497350051379136
4,530,0.751004016064257,0.6,4,-0.2058828125,28.426735374662744
5,530,0.7887550200803213,0.6,4,-0.2057890625,28.437669260089802
6,530,0.8265060240963855,0.6,4,-0.20609765624999998,28.401678553892417
7,530,0.8642570281124498,0.6,4,-0.20621484375,28.388011197108597
8,530,0.902008032128514,0.6,4,-0.2058671875,28.42855768890059
9,530,0.9397590361445782,0.6,4,-0.20644921875,28.36067648354096
10,530,0.9775100401606426,0.6,4,-0.2067734375,28.322863463105733
11,530,1.015261044176707,0.6,4,-0.20651171875000002,28.35338722658959
12,530,1.053012048192771,0.6,4,-0.20717578125000002,28.275938871481287
13,530,1.0907630522088354,0.6,4,-0.20731640625000003,28.259538043340704
14,530,1.1285140562248996,0.6,4,-0.20668359375,28.333341769973323
15,530,1.1662650602409639,0.6,4,-0.2076015625,28.226280808500086
16,530,1.2040160642570281,0.6,4,-0.207765625,28.20714650900274
17,530,1.2417670682730924,0.6,4,-0.20773437500000003,28.21079113747842
18,530,1.2795180722891566,0.6,4,-0.20827734375,28.147465717713402
19,530,1.3172690763052208,0.6,4,-0.20850390624999998,28.12104216126469
20,530,1.3550200803212853,0.6,4,-0.20812109374999999,28.165688860091826
21,530,1.3927710843373493,0.6,4,-0.20903515625000002,28.059083477178046
22,530,1.4305220883534138,0.6,4,-0.20938671874999998,28.018081406826596
23,530,1.4682730923694778,0.6,4,-0.20948828125000002,28.006236364280614
24,530,1.5060240963855422,0.6,4,-0.210109375,27.933799373326384
25,530,1.5437751004016065,0.6,4,-0.21056249999999999,27.880952260428955
26,530,1.5815261044176707,0.6,4,-0.2102890625,27.912842759591193
27,530,1.6192771084337352,0.6,4,-0.21137109375000002,27.78664749862061
28,530,1.6570281124497992,0.6,4,-0.21180859375,27.735622699961024
29,530,1.6947791164658637,0.6,4,-0.2121796875,27.692342736812268
30,530,1.7325301204819277,0.6,4,-0.21309375000000003,27.585737353898484
31,530,1.7702811244979921,0.6,4,-0.2137265625,27.511933627265872
32,530,1.8080321285140561,0.6,4,-0.21376562500000001,27.507377841671264
33,530,1.8457831325301206,0.6,4,-0.21498828125000002,27.3647817525601
