,Wavelength,V1,V2,Gain,Out,Angle
0,530,9.78,0.6,4,-0.05888281249999999,24.437166679185754
1,530,9.78,0.6209354120267261,4,-0.0586640625,24.512882145271533
2,530,9.78,0.6418708240534521,4,-0.058425781249999975,24.59535792082927
3,530,9.78,0.6628062360801782,4,-0.05833593749999999,24.626455344400206
4,530,9.78,0.6837416481069042,4,-0.05828906249999999,24.642680087132874
5,530,9.78,0.7046770601336303,4,-0.058246093750000005,24.657552767971147
6,530,9.78,0.7256124721603563,4,-0.058441406249999994,24.589949673251706
7,530,9.78,0.7465478841870824,4,-0.05841796874999999,24.59806204461804
8,530,9.78,0.7674832962138085,4,-0.059855468749999974,24.100503267482914
9,530,9.78,0.7884187082405345,4,-0.06208593750000002,23.32847592578681
10,530,9.78,0.8093541202672605,4,-0.062046875,23.34199654473071
11,530,9.78,0.8302895322939866,4,-0.06205859375,23.33794035904754
12,530,9.78,0.8512249443207127,4,-0.061953125,23.374446030196044
13,530,9.78,0.8721603563474387,4,-0.061832031249999975,23.41635994892211
14,530,9.78,0.8930957683741648,4,-0.06198437499999998,23.36362953504094
15,530,9.78,0.9140311804008909,4,-0.0619765625,23.36633365882971
16,530,9.78,0.9349665924276169,4,-0.062105468750000004,23.321715616314872
17,530,9.78,0.9559020044543429,4,-0.06201171875,23.354165101780207
18,530,9.78,0.976837416481069,4,-0.06201562500000002,23.352813039885813
19,530,9.78,0.9977728285077951,4,-0.0619296875,23.382558401562378
20,530,9.78,1.0187082405345211,4,-0.06158593750000002,23.501539848268596
21,530,9.78,1.0396436525612471,4,-0.06146093749999998,23.544805828889057
22,530,9.78,1.0605790645879734,4,-0.06178125000000001,23.433936753549155
23,530,9.78,1.0815144766146993,4,-0.061703125000000025,23.460977991436927
24,530,9.78,1.1024498886414253,4,-0.06166015624999999,23.475850672275218
25,530,9.78,1.1233853006681516,4,-0.06151953124999998,23.52452490047322
26,530,9.78,1.1443207126948776,4,-0.0615,23.53128520994516
27,530,9.78,1.1652561247216036,4,-0.06153515625,23.519116652895658
28,530,9.78,1.1861915367483298,4,-0.06196093749999998,23.371741906407273
29,530,9.78,1.2071269487750556,4,-0.061945312500000016,23.377150153984815
30,530,9.78,1.2280623608017818,4,-0.061894531249999996,23.39472695861188
31,530,9.78,1.2489977728285078,4,-0.061906249999999996,23.39067077292871
32,530,9.78,1.2699331848552338,4,-0.06178125000000001,23.433936753549155
33,530,9.78,1.29086859688196,4,-0.061640625000000004,23.482610981747158
34,530,9.78,1.311804008908686,4,-0.06178515625000003,23.432584691654757
35,530,9.78,1.332739420935412,4,-0.061871093749999995,23.402839329978214
36,530,9.78,1.3536748329621382,4,-0.061953125,23.374446030196044
37,530,9.78,1.3746102449888642,4,-0.061894531249999996,23.39472695861188
38,530,9.78,1.3955456570155902,4,-0.06168359374999999,23.467738300908884
39,530,9.78,1.4164810690423164,4,-0.061652343750000005,23.47855479606399
40,530,9.78,1.4374164810690422,4,-0.061429687499999996,23.555622324044162
41,530,9.78,1.4583518930957684,4,-0.06157421875000002,23.505596033951765
42,530,9.78,1.4792873051224946,4,-0.06176171875000003,23.44069706302109
43,530,9.78,1.5002227171492204,4,-0.061601562499999984,23.496131600691054
44,530,9.78,1.5211581291759466,4,-0.06150390625000002,23.529933148050766
45,530,9.78,1.5420935412026726,4,-0.06153906250000002,23.517764591001264
46,530,9.78,1.5630289532293986,4,-0.06178906249999999,23.43123262976038
47,530,9.78,1.5839643652561248,4,-0.061906249999999996,23.39067077292871
48,530,9.78,1.604899777282851,4,-0.06198437499999998,23.36362953504094
49,530,9.78,1.6258351893095768,4,-0.0619296875,23.382558401562378
50,530,9.78,1.646770601336303,4,-0.06186328125000001,23.405543453766985
51,530,9.78,1.6677060133630288,4,-0.06182812500000001,23.417712010816484
52,530,9.78,1.688641425389755,4,-0.06177734374999999,23.43528881544355
53,530,9.78,1.7095768374164813,4,-0.061882812499999995,23.398783144295045
54,530,9.78,1.730512249443207,4,-0.06196093749999998,23.371741906407273
55,530,9.78,1.7514476614699332,4,-0.06197265624999998,23.367685720724104
56,530,9.78,1.7723830734966595,4,-0.062,23.358221287463376
57,530,9.78,1.7933184855233852,4,-0.062,23.358221287463376
58,530,9.78,1.8142538975501115,4,-0.06178906249999999,23.43123262976038
59,530,9.78,1.8351893095768377,4,-0.061679687500000024,23.46909036280326
60,530,9.78,1.8561247216035635,4,-0.06167187499999999,23.471794486592053
61,530,9.78,1.8770601336302897,4,-0.06182421874999999,23.41906407271088
62,530,9.78,1.8979955456570154,4,-0.06192578124999998,23.383910463456772
63,530,9.78,1.9189309576837417,4,-0.061703125000000025,23.460977991436927
64,530,9.78,1.9398663697104679,4,-0.061652343750000005,23.47855479606399
65,530,9.78,1.9608017817371937,4,-0.06175000000000003,23.44475324870426
66,530,9.78,1.9817371937639199,4,-0.06205468749999998,23.339292420941938
67,530,9.78,2.002672605790646,4,-0.06218750000000001,23.293322316532706
68,530,9.78,2.023608017817372,4,-0.06222656250000003,23.27980169758881
69,530,9.78,2.044543429844098,4,-0.062203125000000026,23.287914068955143
70,530,9.78,2.0654788418708243,4,-0.062179687500000025,23.296026440321477
71,530,9.78,2.08641425389755,4,-0.062191406250000025,23.291970254638308
72,530,9.78,2.1073496659242763,4,-0.062167968750000024,23.30008262600464
73,530,9.78,2.1282850779510025,4,-0.062140625000000005,23.309547059265373
74,530,9.78,2.1492204899777283,4,-0.06226953125000001,23.264929016750536
75,530,9.78,2.1701559020044545,4,-0.06242578124999998,23.210846540974988
76,530,9.78,2.1910913140311803,4,-0.06241406249999998,23.214902726658156
77,530,9.78,2.2120267260579065,4,-0.062386718750000014,23.224367159918867
78,530,9.78,2.2329621380846327,4,-0.06221093750000001,23.28520994516637
79,530,9.78,2.2538975501113585,4,-0.06220703124999999,23.286562007060766
80,530,9.78,2.2748329621380847,4,-0.06217187499999999,23.298730564110265
81,530,9.78,2.295768374164811,4,-0.06227343750000003,23.26357695485614
82,530,9.78,2.3167037861915367,4,-0.062359374999999995,23.233831593179595
83,530,9.78,2.337639198218263,4,-0.06262109375000002,23.143243446255525
84,530,9.78,2.358574610244989,4,-0.06245703125000002,23.20003004581986
85,530,9.78,2.379510022271715,4,-0.06249218750000002,23.187861488770363
86,530,9.78,2.400445434298441,4,-0.06258593750000002,23.155412003305027
87,530,9.78,2.421380846325167,4,-0.06272656250000003,23.10673777510702
88,530,9.78,2.442316258351893,4,-0.06315234375,22.959363028618636
89,530,9.78,2.4632516703786194,4,-0.06336718749999998,22.88499962442725
90,530,9.78,2.484187082405345,4,-0.06355078125000002,22.821452715390958
91,530,9.78,2.5051224944320714,4,-0.06373828125000003,22.756553744460287
92,530,9.78,2.5260579064587976,4,-0.06387109375,22.710583640051073
93,530,9.78,2.5469933184855233,4,-0.06418750000000001,22.601066626605565
94,530,9.78,2.5679287305122496,4,-0.06440625,22.525351160519786
95,530,9.78,2.588864142538976,4,-0.06480078125,22.388792909186506
